longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,distance_with_zero,log_total_rooms,log_total_bedrooms,log_population,log_households
-115.37,32.81,32.0,741.0,191.0,623.0,169.0,1.7604,68600.0,119.94470809502185,6.608000625296087,5.25227342804663,6.434546518787453,5.1298987149230735
-115.37,32.81,23.0,1458.0,294.0,866.0,275.0,2.3594,74300.0,119.94470809502185,7.284820912568604,5.683579767338681,6.763884908562435,5.616771097666572
-115.38,32.82,38.0,1892.0,394.0,1175.0,374.0,1.9939,65800.0,119.95706231814782,7.545389749611823,5.976350909297934,7.069023426578259,5.924255797414532
-115.38,32.81,35.0,1263.0,262.0,950.0,241.0,1.8958,67500.0,119.95432672479971,7.141245122350491,5.568344503761097,6.856461984594587,5.484796933490655
-115.39,32.76,16.0,1136.0,196.0,481.0,185.0,6.2558,146300.0,119.95028011638823,7.035268599281097,5.278114659230517,6.175867270105761,5.220355825078324
-115.4,32.86,19.0,1087.0,171.0,649.0,173.0,3.3182,113800.0,119.98724765574049,6.99117688712121,5.14166355650266,6.47543271670409,5.153291594497779
-115.4,32.7,19.0,583.0,113.0,531.0,134.0,1.6838,95800.0,119.94352837898343,6.368187186350492,4.727387818712341,6.274762021241939,4.897839799950911
-115.41,32.99,29.0,1141.0,220.0,684.0,194.0,3.4038,107800.0,120.03252975756197,7.039660349862076,5.393627546352362,6.52795791762255,5.267858159063328
-115.46,33.19,33.0,1234.0,373.0,777.0,298.0,1.0,40000.0,120.13570535024131,7.1180162044653335,5.921578419643816,6.655440350367647,5.697093486505405
-115.48,32.8,21.0,1260.0,246.0,805.0,239.0,2.6172,88500.0,120.04778381961077,7.138866999945524,5.5053315359323625,6.690842277418564,5.476463551931511
-115.48,32.68,15.0,3414.0,666.0,2097.0,622.0,2.3319,91200.0,120.01505238927325,8.135639903354386,6.501289670540389,7.64826303090192,6.432940092739179
-115.49,32.87,19.0,541.0,104.0,457.0,106.0,3.3583,102800.0,120.07654641935702,6.293419278846481,4.6443908991413725,6.124683390894205,4.663439094112067
-115.49,32.69,17.0,1960.0,389.0,1691.0,356.0,1.899,64000.0,120.0273977056905,7.580699752224563,5.963579343618446,7.43307534889858,5.87493073085203
-115.49,32.67,29.0,1523.0,440.0,1302.0,393.0,1.1311,84700.0,120.02195215876135,7.328437352895162,6.0867747269123065,7.171656822768514,5.973809611869261
-115.49,32.67,25.0,2322.0,573.0,2185.0,602.0,1.375,70100.0,120.02195215876135,7.7501841622578365,6.35088571671474,7.68937110752969,6.400257445308821
-115.5,32.75,13.0,330.0,72.0,822.0,64.0,3.4107,142500.0,120.05337354693536,5.799092654460526,4.276666119016055,6.71174039505618,4.1588830833596715
-115.5,32.68,18.0,3631.0,913.0,3565.0,924.0,1.5931,88400.0,120.03429676554947,8.197263371414335,6.816735880594968,8.178919332848396,6.828712071641684
-115.5,32.67,35.0,2159.0,492.0,1694.0,475.0,2.1776,75500.0,120.03157459602036,7.677400430514807,6.198478716492308,7.434847875211999,6.163314804034641
-115.51,33.24,32.0,1995.0,523.0,1069.0,410.0,1.6552,43300.0,120.19757776261551,7.598399329323964,6.259581464064923,6.974478911025045,6.016157159698354
-115.51,33.12,21.0,1024.0,218.0,890.0,232.0,2.101,46700.0,120.16444773725713,6.931471805599453,5.384495062789089,6.7912214627261855,5.44673737166631
-115.51,32.99,20.0,1402.0,287.0,1104.0,317.0,1.9088,63700.0,120.1286818374363,7.2456550675945355,5.659482215759621,7.00669522683704,5.75890177387728
-115.51,32.68,11.0,2872.0,610.0,2644.0,581.0,2.625,72700.0,120.04391904632237,7.962763930168115,6.413458957167357,7.880048200971577,6.364750756851911
-115.52,34.22,30.0,540.0,136.0,122.0,63.0,1.3333,42500.0,120.48186087540316,6.29156913955832,4.912654885736052,4.804021044733257,4.143134726391533
-115.52,33.13,18.0,1109.0,283.0,1006.0,253.0,2.163,53400.0,120.17681681589008,7.011213987350367,5.645446897643238,6.913737350659685,5.53338948872752
-115.52,33.12,38.0,1327.0,262.0,784.0,231.0,1.8793,60800.0,120.17406042902935,7.190676034332207,5.568344503761097,6.664409020350408,5.442417710521793
-115.52,32.98,32.0,1615.0,382.0,1307.0,345.0,1.4583,58600.0,120.13555177381922,7.387090235656757,5.945420608606575,7.175489713624222,5.84354441703136
-115.52,32.97,24.0,1617.0,366.0,1416.0,401.0,1.975,66400.0,120.13280692633465,7.388327859577107,5.902633333401366,7.255591274253665,5.993961427306569
-115.52,32.97,10.0,1879.0,387.0,1376.0,337.0,1.9911,67500.0,120.13280692633465,7.538494999413465,5.958424693029782,7.226936018493289,5.820082930352362
-115.52,32.77,18.0,1715.0,337.0,1166.0,333.0,2.2417,79200.0,120.07807168671556,7.44716835960004,5.820082930352362,7.061334366910438,5.808142489980444
-115.52,32.73,17.0,1190.0,275.0,1113.0,258.0,2.3571,63100.0,120.06716162215213,7.081708586105575,5.616771097666572,7.014814351275545,5.552959584921617
-115.52,32.67,6.0,2804.0,581.0,2807.0,594.0,2.0625,67700.0,120.05081965567749,7.938802248154481,6.364750756851911,7.939871576361883,6.386879319362645
-115.53,34.91,12.0,807.0,199.0,246.0,102.0,2.5391,40000.0,120.6892248711541,6.693323668269949,5.293304824724492,5.5053315359323625,4.624972813284271
-115.53,32.99,25.0,2578.0,634.0,2082.0,565.0,1.7159,62200.0,120.1479130072595,7.8547691834991324,6.452048954437226,7.641084249174914,6.336825731146441
-115.53,32.97,35.0,1583.0,340.0,933.0,318.0,2.4063,70700.0,120.14242298205909,7.367077059881012,5.8289456176102075,6.838405200847344,5.762051382780177
-115.53,32.97,34.0,2231.0,545.0,1568.0,510.0,1.5217,60300.0,120.14242298205909,7.7102051944325325,6.300785794663244,7.357556200910353,6.234410725718371
-115.53,32.73,14.0,1527.0,325.0,1453.0,332.0,1.735,61200.0,120.07678293492043,7.3310603052186325,5.783825182329737,7.2813856635702825,5.805134968916488
-115.54,32.99,23.0,1459.0,373.0,1148.0,388.0,1.5372,69400.0,120.15752868630413,7.285506548522785,5.921578419643816,7.045776576879511,5.961005339623274
-115.54,32.99,17.0,1697.0,268.0,911.0,254.0,4.3523,96000.0,120.15752868630413,7.436617265234227,5.5909869805108565,6.814542897259958,5.537334267018537
-115.54,32.98,27.0,1513.0,395.0,1121.0,381.0,1.9464,60600.0,120.1547835086061,7.321849713788356,5.978885764901122,7.02197642307216,5.942799375126701
-115.54,32.97,41.0,2429.0,454.0,1188.0,430.0,3.0091,70800.0,120.15203910046638,7.795234929002173,6.118097198041348,7.080026499922591,6.063785208687608
-115.54,32.79,23.0,1712.0,403.0,1370.0,377.0,1.275,60400.0,120.10277140849,7.445417556701687,5.998936561946683,7.222566018822171,5.932245187448011
-115.55,32.98,33.0,2266.0,365.0,952.0,360.0,5.4349,143000.0,120.16439947005935,7.725771441587952,5.8998973535824915,6.858565034791365,5.886104031450156
-115.55,32.98,24.0,2565.0,530.0,1447.0,473.0,3.2593,80800.0,120.16439947005935,7.84971375760487,6.272877006546167,7.277247726631484,6.159095388491933
-115.55,32.82,34.0,1540.0,316.0,1013.0,274.0,2.5664,67500.0,120.12058483041115,7.3395376954076745,5.755742213586912,6.920671504248683,5.6131281063880705
-115.55,32.8,23.0,666.0,142.0,580.0,160.0,2.1136,61000.0,120.11512186232007,6.501289670540389,4.955827057601261,6.363028103540465,5.075173815233827
-115.55,32.79,23.0,1004.0,221.0,697.0,201.0,1.6351,59600.0,120.11239153392958,6.911747300251674,5.3981627015177525,6.546785410760524,5.303304908059076
-115.55,32.79,22.0,565.0,162.0,692.0,141.0,1.2083,53600.0,120.11239153392958,6.336825731146441,5.087596335232384,6.539585955617669,4.948759890378168
-115.55,32.78,5.0,2652.0,606.0,1767.0,536.0,2.8025,84300.0,120.10966197604587,7.883069351305753,6.406879986069314,7.4770384723196965,6.284134161070802
-115.56,32.96,21.0,2164.0,480.0,1164.0,421.0,3.8177,107200.0,120.16852832584745,7.679713639966372,6.173786103901937,7.059617628291383,6.042632833682381
-115.56,32.8,28.0,1672.0,416.0,1335.0,397.0,1.5987,59400.0,120.12474183114817,7.421775793644647,6.030685260261263,7.19668657083435,5.983936280687191
-115.56,32.8,25.0,1311.0,375.0,1193.0,351.0,2.1979,63900.0,120.12474183114817,7.1785454837637,5.926926025970411,7.084226422097916,5.860786223465865
-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,69400.0,120.12474183114817,7.065613363597717,5.793013608384144,6.931471805599453,5.697093486505405
-115.56,32.79,20.0,2372.0,835.0,2283.0,767.0,1.1707,62500.0,120.12201172141599,7.771488760117616,6.727431724850855,7.733245646529795,6.642486801367256
-115.56,32.79,18.0,1178.0,438.0,1377.0,429.0,1.3373,58300.0,120.12201172141599,7.071573364211532,6.082218910376446,7.227662498728654,6.061456918928017
-115.56,32.78,46.0,2511.0,490.0,1583.0,469.0,3.0603,70800.0,120.11928238213879,7.828436359157585,6.194405391104672,7.367077059881012,6.150602768446279
-115.56,32.78,35.0,1185.0,202.0,615.0,191.0,4.6154,86200.0,120.11928238213879,7.077498053569231,5.308267697401205,6.421622267806518,5.25227342804663
-115.56,32.78,29.0,1568.0,283.0,848.0,245.0,3.1597,76200.0,120.11928238213879,7.357556200910353,5.645446897643238,6.742880635791903,5.501258210544727
-115.56,32.76,15.0,1278.0,217.0,653.0,185.0,4.4821,140300.0,120.11382601515947,7.15305163493748,5.37989735354046,6.481577129276431,5.220355825078324
-115.57,32.85,33.0,1365.0,269.0,825.0,250.0,3.2396,62300.0,120.14802287178927,7.21890970761906,5.594711379601839,6.715383386334681,5.521460917862246
-115.57,32.85,17.0,1039.0,256.0,728.0,246.0,1.7411,63500.0,120.14802287178927,6.946013991099227,5.545177444479562,6.590301048196686,5.5053315359323625
-115.57,32.84,29.0,1207.0,301.0,804.0,288.0,1.9531,61100.0,120.14528912945359,7.095893221097532,5.707110264748875,6.6895992691789665,5.662960480135946
-115.57,32.83,31.0,1494.0,289.0,959.0,284.0,3.5282,67500.0,120.14255615725844,7.309212365692763,5.666426688112432,6.8658910748834385,5.648974238161206
-115.57,32.8,16.0,2276.0,594.0,1184.0,513.0,1.875,93800.0,120.13436186204179,7.730174795246222,6.386879319362645,7.076653815443951,6.240275845170769
-115.57,32.79,34.0,1152.0,208.0,621.0,208.0,3.6042,73600.0,120.13163197093428,7.049254841255837,5.337538079701318,6.431331081933479,5.337538079701318
-115.57,32.78,20.0,1534.0,235.0,871.0,222.0,6.2715,97200.0,120.12890285023,7.335633981927201,5.459585514144159,6.769641976852503,5.402677381872279
-115.57,32.78,15.0,1413.0,279.0,803.0,277.0,4.3021,87500.0,120.12890285023,7.253470382684528,5.631211781821365,6.688354713946762,5.6240175061873385
-115.58,33.88,21.0,1161.0,282.0,724.0,186.0,3.1827,71700.0,120.44330948624751,7.057036981697891,5.641907070938114,6.584791392385716,5.225746673713202
-115.58,32.81,5.0,805.0,143.0,458.0,143.0,4.475,96300.0,120.14671239780138,6.690842277418564,4.962844630259907,6.126869184114185,4.962844630259907
-115.58,32.81,10.0,1088.0,203.0,533.0,201.0,3.6597,87500.0,120.14671239780138,6.992096427415888,5.313205979041787,6.278521424165844,5.303304908059076
-115.58,32.79,14.0,1687.0,507.0,762.0,451.0,1.6635,64400.0,120.14125228246957,7.430707082545968,6.2285110035911835,6.635946555686647,6.111467339502679
-115.58,32.78,5.0,2494.0,414.0,1416.0,421.0,5.7843,110100.0,120.13852338030462,7.821643126239982,6.025865973825314,7.255591274253665,6.042632833682381
-115.59,32.85,20.0,1608.0,274.0,862.0,248.0,4.875,90800.0,120.16726093241869,7.382746449738912,5.6131281063880705,6.759255270663693,5.5134287461649825
-115.59,32.79,8.0,2183.0,307.0,1000.0,287.0,6.3814,159900.0,120.15087265600695,7.688455356549944,5.726847747587197,6.907755278982137,5.659482215759621
-115.59,32.69,30.0,935.0,177.0,649.0,148.0,2.5769,94400.0,120.12362049155861,6.840546529288687,5.176149732573829,6.47543271670409,4.997212273764115
-115.6,33.2,37.0,709.0,187.0,390.0,142.0,2.4511,72500.0,120.27302274408837,6.5638555265321274,5.231108616854587,5.966146739123692,4.955827057601261
-115.6,32.87,3.0,1629.0,317.0,1005.0,312.0,4.1293,83200.0,120.18234853754522,7.395721608602045,5.75890177387728,6.912742820493176,5.7430031878094825
-115.62,33.04,20.0,1121.0,244.0,766.0,230.0,2.2969,62000.0,120.2481850174879,7.02197642307216,5.497168225293202,6.641182169740591,5.438079308923196
-115.62,33.04,17.0,1009.0,231.0,745.0,217.0,2.0463,61200.0,120.2481850174879,6.9167150203536085,5.442417710521793,6.61338421837956,5.37989735354046
-115.64,32.8,23.0,1228.0,235.0,569.0,235.0,3.1667,125000.0,120.20170381487942,7.113142108707088,5.459585514144159,6.343880434126331,5.459585514144159
-115.69,32.79,18.0,1564.0,340.0,1161.0,343.0,2.1792,55200.0,120.24707979822212,7.355001921105257,5.8289456176102075,7.057036981697891,5.8377304471659395
-115.72,32.75,16.0,348.0,99.0,123.0,54.0,2.0938,87500.0,120.26504438115009,5.8522024797744745,4.59511985013459,4.812184355372417,3.9889840465642745
-115.73,33.36,19.0,749.0,238.0,476.0,169.0,1.7727,50000.0,120.44219567908915,6.618738983517219,5.472270673671475,6.16541785423142,5.1298987149230735
-115.73,33.35,23.0,1586.0,448.0,338.0,182.0,1.2132,30000.0,120.43942626897557,7.368970402194793,6.104793232414985,5.823045895483019,5.204006687076795
-115.73,33.09,27.0,452.0,103.0,258.0,61.0,2.9,87500.0,120.36769084766892,6.113682179832232,4.634728988229636,5.552959584921617,4.110873864173311
-115.73,32.8,44.0,472.0,81.0,206.0,57.0,2.2083,93800.0,120.28829078509679,6.156978985585555,4.394449154672439,5.327876168789581,4.04305126783455
-115.8,33.26,2.0,96.0,18.0,30.0,16.0,5.3374,47500.0,120.4818143953684,4.564348191467836,2.8903717578961645,3.4011973816621555,2.772588722239781
-115.84,33.49,20.0,1660.0,379.0,637.0,250.0,2.0347,68900.0,120.58393632652735,7.414572881350589,5.937536205082426,6.456769655572163,5.521460917862246
-115.85,34.2,34.0,3868.0,1257.0,890.0,423.0,1.3571,41000.0,120.7926425739581,8.260492856573185,7.136483208590247,6.7912214627261855,6.0473721790462776
-115.88,32.93,15.0,208.0,49.0,51.0,20.0,4.0208,32500.0,120.46808415509892,5.337538079701318,3.8918202981106265,3.9318256327243257,2.995732273553991
-115.9,33.34,19.0,1210.0,248.0,329.0,155.0,1.7857,62800.0,120.60002321724487,7.098375638590786,5.5134287461649825,5.796057750765372,5.043425116919247
-115.91,33.36,15.0,459.0,95.0,160.0,73.0,0.922,67500.0,120.61516364039805,6.129050210060545,4.553876891600541,5.075173815233827,4.290459441148391
-115.93,35.55,18.0,1321.0,272.0,754.0,226.0,3.4028,67500.0,121.25826734701432,7.186144304522325,5.605802066295998,6.625392368007956,5.420534999272286
-115.94,33.38,5.0,186.0,43.0,41.0,21.0,2.7,58800.0,120.64952548601259,5.225746673713202,3.7612001156935624,3.713572066704308,3.044522437723423
-115.95,33.28,12.0,99.0,25.0,37.0,17.0,1.8958,53800.0,120.63150873631648,4.59511985013459,3.2188758248682006,3.6109179126442243,2.833213344056216
-115.96,33.3,27.0,322.0,81.0,112.0,57.0,1.125,54400.0,120.64663940615999,5.7745515455444085,4.394449154672439,4.718498871295094,4.04305126783455
-115.98,33.32,8.0,240.0,46.0,63.0,24.0,1.4688,53800.0,120.67138351738576,5.480638923341991,3.828641396489095,4.143134726391533,3.1780538303479458
-115.99,33.4,15.0,1945.0,536.0,515.0,273.0,2.0109,54300.0,120.70310725080775,7.573017256052546,6.284134161070802,6.244166900663736,5.60947179518496
-116.0,33.19,16.0,245.0,57.0,81.0,33.0,1.2639,51300.0,120.65478067610914,5.501258210544727,4.04305126783455,4.394449154672439,3.4965075614664802
-116.0,32.74,26.0,1134.0,280.0,329.0,158.0,1.4338,43900.0,120.531770085733,7.033506484287697,5.634789603169249,5.796057750765372,5.062595033026967
-116.01,33.51,24.0,2985.0,958.0,4042.0,905.0,1.7344,66400.0,120.75280617857292,8.001355025826703,6.86484777797086,8.304494897963567,6.807934943699926
-116.01,33.41,20.0,1996.0,515.0,659.0,295.0,2.8684,62800.0,120.72509349758235,7.59890045687141,6.244166900663736,6.490723534502507,5.68697535633982
-116.02,34.18,8.0,569.0,97.0,312.0,96.0,4.3021,94500.0,120.95004257957083,6.343880434126331,4.574710978503383,5.7430031878094825,4.564348191467836
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,65600.0,120.96188201247531,5.707110264748875,4.174387269895637,5.0106352940962555,4.02535169073515
-116.05,33.33,17.0,290.0,94.0,135.0,57.0,1.7292,81300.0,120.74142371199703,5.66988092298052,4.543294782270004,4.90527477843843,4.04305126783455
-116.06,34.2,29.0,1202.0,290.0,383.0,156.0,1.3371,66900.0,120.99406431722177,7.091742115095153,5.66988092298052,5.948034989180646,5.049856007249537
-116.06,34.15,15.0,10377.0,2331.0,4507.0,1807.0,2.2466,66800.0,120.97994089930776,9.247347097605278,7.754052639035757,8.413387022690648,7.499423290592229
-116.08,33.86,16.0,381.0,89.0,182.0,75.0,2.425,76100.0,120.91760004234288,5.942799375126701,4.48863636973214,5.204006687076795,4.31748811353631
-116.09,34.15,13.0,9444.0,1997.0,4166.0,1482.0,2.6111,65600.0,121.00872117331048,9.153134898205403,7.599401333415815,8.334711621820917,7.301147805856032
-116.11,33.64,20.0,1273.0,354.0,1548.0,355.0,2.0871,84700.0,120.88499369235207,7.149131598557407,5.869296913133774,7.344719054149673,5.872117789475416
-116.12,33.53,17.0,2421.0,820.0,2971.0,685.0,1.654,100000.0,120.86403642109592,7.791935956938058,6.709304340258298,7.9966538754626075,6.529418838262226
-116.14,34.22,32.0,3298.0,1228.0,763.0,360.0,1.875,47800.0,121.07645518431733,8.101071503119543,7.113142108707088,6.637258031284457,5.886104031450156
-116.15,34.14,18.0,3312.0,705.0,1251.0,512.0,3.0139,82600.0,121.06346310923045,8.10530751550515,6.558197802812269,7.1316985104669115,6.238324625039508
-116.15,33.69,22.0,197.0,54.0,331.0,70.0,2.9286,112500.0,120.93733335905833,5.2832037287379885,3.9889840465642745,5.802118375377063,4.248495242049359
-116.15,33.64,10.0,1711.0,499.0,1896.0,443.0,1.6557,65400.0,120.92341419262029,7.444833273892193,6.212606095751519,7.547501682814967,6.093569770045136
-116.16,33.68,12.0,1230.0,277.0,1334.0,260.0,2.2679,61400.0,120.94415240101523,7.114769448366463,5.6240175061873385,7.195937226475569,5.560681631015528
-116.17,33.67,18.0,3585.0,800.0,3873.0,788.0,2.5714,65900.0,120.95097271208694,8.184513753033722,6.684611727667927,8.261784679514752,6.669498089857879
-116.17,33.66,22.0,639.0,203.0,664.0,153.0,1.9306,47500.0,120.94818932088235,6.459904454377535,5.313205979041787,6.498282149476434,5.030437921392435
-116.17,33.53,13.0,1713.0,512.0,1978.0,442.0,2.1287,58600.0,120.91207466584964,7.44600149832412,6.238324625039508,7.589841512182657,6.091309882077698
-116.18,33.69,17.0,89.0,19.0,79.0,21.0,2.375,155000.0,120.96614609054883,4.48863636973214,2.9444389791664403,4.3694478524670215,3.044522437723423
-116.18,33.67,25.0,2888.0,654.0,2940.0,660.0,2.2141,66700.0,120.96057746224595,7.968319500012717,6.483107351457199,7.986164860332727,6.492239835020471
-116.19,33.67,16.0,1859.0,476.0,1994.0,477.0,1.7297,67500.0,120.97018227646018,7.527793987721444,6.16541785423142,7.597897950521784,6.1675164908883415
-116.2,33.7,26.0,2399.0,625.0,2654.0,535.0,2.2989,60600.0,120.98813991462139,7.782807262839695,6.437751649736401,7.8838232148921525,6.282266746896006
-116.2,33.63,23.0,1152.0,273.0,1077.0,235.0,2.5,96300.0,120.96866081758532,7.049254841255837,5.60947179518496,6.981934677156389,5.459585514144159
-116.2,32.64,28.0,1608.0,409.0,567.0,254.0,1.4648,61800.0,120.69718140868079,7.382746449738912,6.013715156042802,6.340359303727752,5.537334267018537
-116.21,33.75,22.0,894.0,192.0,830.0,202.0,3.0673,68200.0,121.01167960159879,6.795705775173514,5.2574953720277815,6.721425700790643,5.308267697401205
-116.21,33.72,28.0,2488.0,714.0,2891.0,676.0,2.3169,68900.0,121.00331607026312,7.81923445385907,6.570882962339584,7.969357742016346,6.516193076042964
-116.21,33.71,19.0,3114.0,787.0,3157.0,772.0,1.7083,82200.0,121.00052975090647,8.043663352393944,6.668228248417403,8.057377488557991,6.648984550024776
-116.21,33.68,34.0,584.0,176.0,625.0,166.0,1.5809,100000.0,120.99217536683932,6.369900982828227,5.170483995038151,6.437751649736401,5.111987788356544
-116.21,33.66,19.0,1596.0,295.0,1201.0,282.0,3.8846,100900.0,120.98660958965665,7.3752557780097545,5.68697535633982,7.0909098220799835,5.641907070938114
-116.22,36.0,14.0,1372.0,386.0,436.0,213.0,1.1471,32900.0,121.66794318965042,7.22402480828583,5.955837369464831,6.077642243349034,5.3612921657094255
-116.22,34.21,23.0,1175.0,468.0,355.0,151.0,2.2083,42500.0,121.15037143979377,7.069023426578259,6.148468295917647,5.872117789475416,5.017279836814924
-116.22,33.74,26.0,4120.0,858.0,2918.0,815.0,3.3107,69400.0,121.01849445436017,8.323608442343572,6.754604099487962,7.978653729082731,6.703188113240863
-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,68500.0,121.01570683179932,7.43543801981455,5.863631175598097,7.153833801578843,5.720311776607412
-116.22,33.72,28.0,826.0,258.0,979.0,245.0,1.7172,58800.0,121.01291997138156,6.716594773520978,5.552959584921617,6.88653164253051,5.501258210544727
-116.22,33.7,9.0,3861.0,849.0,825.0,401.0,3.2833,124700.0,121.00734853718596,8.258681496264236,6.744059186311348,6.715383386334681,5.993961427306569
-116.23,33.73,29.0,1133.0,221.0,918.0,239.0,2.8648,72100.0,121.02531057592871,7.0326242610280065,5.3981627015177525,6.822197390620491,5.476463551931511
-116.23,33.72,32.0,4981.0,1326.0,3779.0,1186.0,1.7805,76900.0,121.02252393666231,8.513385953073284,7.189922170745808,8.237214703349489,7.078341579557671
-116.23,33.71,17.0,4874.0,1349.0,5032.0,1243.0,2.444,90000.0,121.01973805954135,8.491670234185152,7.207118856207756,8.523572798380277,7.1252830915107115
-116.24,33.73,14.0,2774.0,566.0,1530.0,505.0,3.0682,104100.0,121.03491438423873,7.928045600874777,6.338594078203183,7.333023014386481,6.22455842927536
-116.24,33.72,25.0,5236.0,1039.0,2725.0,935.0,3.775,93400.0,121.03212796609006,8.56331312702979,6.946013991099227,7.9102237070973445,6.840546529288687
-116.24,33.71,10.0,9033.0,2224.0,5525.0,1845.0,2.7598,95000.0,121.02934231003653,9.108639817149843,7.707062655370473,8.617038526385954,7.520234556474628
-116.25,33.81,24.0,880.0,187.0,507.0,169.0,3.4583,67500.0,121.06683526052872,6.779921907472252,5.231108616854587,6.2285110035911835,5.1298987149230735
-116.25,33.75,33.0,278.0,91.0,375.0,81.0,2.025,50000.0,121.0500929367673,5.627621113690637,4.51085950651685,5.926926025970411,4.394449154672439
